City,Latitude,Longitude
Sunderland,54.9058512,-1.3828727
Swansea,51.6195955,-3.9459248
Syktyvkar,61.6685237,50.8352024
Syzran,53.15538,48.474121
Szczecin,53.42968095,14.592912670292268
Szeged,46.2546312,20.1486016
Taganrog,47.2153657,38.9285216
Tallinn,59.4372155,24.7453688
Tambov,52.72879,41.45536
Tameside,53.4786454,-2.0770211633705165
Taranto,40.54881555,17.08058012454743
Tarrasa,41.5629885,2.0102442
Tarsus,36.9167086,34.8842859
Ternopol,46.8357379,29.665151819060206
Thamesdown,51.63196015,-1.8336279745620758
Tilburg,51.585618749999995,5.066061908648313
Timisoara,45.7538355,21.2257474
Tirana,41.3305141,19.825562857582966
Tirgu-Mures,46.5729338,24.5455514
Tolyatti,53.51495,49.407574
Torun,53.0145361,18.596583144651557
Toulon,43.1257311,5.9304919
Trabzon,41.0058605,39.7180928
Trafford,53.41893605,-2.359297161165271
Trieste,45.6504806,13.7931263
Tula,45.2678347,1.7706797
Tver,56.858675,35.9208284
Ufa,46.370935349999996,6.231168493722434
Ulyanovsk,54.3107593,48.3642771
Uppsala,59.8586126,17.6387436
Utrecht,52.080985600000005,5.12768396945229
Uşak,38.609666,29.3306506
Valladolid,41.6521328,-4.728562
"Van, İpekyolu",38.5083601,43.3745322
Vantaa,60.3091871,25.0364526
Varna,43.2069025,27.9150855
Velikiy Novgorod,58.5209862,31.2757862
Venezia,45.4371908,12.3345898
Verona,45.4384958,10.9924122
Vigo,42.2376602,-8.7247205
Vilnius,54.6870458,25.2829111
Vinnytsia,49.2320162,28.467975
Vitebsk,55.1930197,30.2070437
Vitoria-Gasteiz,42.8465088,-2.6724025
Vladikavkaz,43.024593,44.68211
Vladimir,56.1288899,40.4075203
Volgodonsk,47.5128177,42.1717606
Volgograd,48.7081906,44.5153353
Vologda,59.218876,39.893276
Volzhsky,48.782102,44.7779843
Voronezh,51.6605982,39.2005858
Wakefield,53.6829541,-1.4967286
Walsall,52.5847949,-1.9822687
Warrington,53.3899497,-2.5943178
West Lothian,55.916667,-3.5
Wiesbaden,50.0820384,8.2416556
Wigan,53.5457188,-2.6264624
Wuppertal,51.264018,7.1780374
Wycombe,51.66356185,-0.818083680966309
Yaroslavl,57.6263877,39.8933705
Zabrze,50.31428055,18.781576310579183
Zagreb,45.8131847,15.9771774
Zaporozhye,47.8507859,35.1182867
Zaragoza,41.6521342,-0.8809428
Zelenograd,55.9964233,37.198534
Zhitomir,50.2598298,28.6692345
Zlatoust,55.1674213,59.6792625
Zürich,47.3744489,8.5410422
Ålborg,57.0462626,9.9215263
Århus,56.1496278,10.2134046
Çorlu,41.114126150000004,27.751715247805304
Çorum,40.5698389,34.7269292
İnegöl,40.0800144,29.5096448
İskenderun,36.6215136,36.26541810027814
İzmir,38.4147331,27.1434119
İzmit,40.7637791,29.9303504
Şanlıurfa,37.2595198,39.0408174
