,Café_name,Café_city,Venue_name,Venue_cat,Venue_catID
5028,Dice & a Slice,Colchester,Prezzo Italian Restaurant Colchester,Restaurant,4bf58dd8d48988d1c4941735
5029,Dice & a Slice,Colchester,Sharp Cut,Salon / Barbershop,4bf58dd8d48988d110951735
5030,Dice & a Slice,Colchester,Hawkins Bazaar,Gift Shop,4bf58dd8d48988d128951735
5031,Dice & a Slice,Colchester,PDSA shop,Miscellaneous Shop,4bf58dd8d48988d1ff941735
5032,Dice & a Slice,Colchester,Queen Street Dental Care,Dentist's Office,4bf58dd8d48988d178941735
5033,Dice & a Slice,Colchester,Kool Kutz,Salon / Barbershop,4bf58dd8d48988d110951735
5034,Dice & a Slice,Colchester,Greggs,Bakery,4bf58dd8d48988d16a941735
5035,Dice & a Slice,Colchester,Capital Restaurant,Turkish Restaurant,4f04af1f2fb6e1c99f3db0bb
5036,Dice & a Slice,Colchester,Paddy & Scott's,Café,4bf58dd8d48988d16d941735
5037,Dice & a Slice,Colchester,Love Ur Hair,Health & Beauty Service,54541900498ea6ccd0202697
5038,Dice & a Slice,Colchester,Noodle Express,Noodle House,4bf58dd8d48988d1d1941735
5039,Dice & a Slice,Colchester,"16th Air Assualt Brigade, Div HQ.",Monument / Landmark,4bf58dd8d48988d12d941735
5040,Dice & a Slice,Colchester,Miss Beauty,Nail Salon,4f04aa0c2fb6e1c99f3db0b8
5041,Dice & a Slice,Colchester,Essex Cares shop & cafe,Miscellaneous Shop,4bf58dd8d48988d1ff941735
5042,Dice & a Slice,Colchester,Hidden Kiosks,Miscellaneous Shop,4bf58dd8d48988d1ff941735
5043,Dice & a Slice,Colchester,Modern Touch Nails,Nail Salon,4f04aa0c2fb6e1c99f3db0b8
5044,Dice & a Slice,Colchester,Cristals,Turkish Restaurant,4f04af1f2fb6e1c99f3db0bb
5045,Dice & a Slice,Colchester,Colchester Visitor Information,Office,4bf58dd8d48988d124941735
5046,Dice & a Slice,Colchester,abigails collection,Bridal Shop,4bf58dd8d48988d11a951735
5047,Dice & a Slice,Colchester,Sheelagh Ross Tattoo and Piercing,Tattoo Parlor,4bf58dd8d48988d1de931735
5048,Dice & a Slice,Colchester,Queens Beauty Salon,Health & Beauty Service,54541900498ea6ccd0202697
5049,Dice & a Slice,Colchester,Traders Of The East,Furniture / Home Store,4bf58dd8d48988d1f8941735
5050,Dice & a Slice,Colchester,Townrow,Department Store,4bf58dd8d48988d1f6941735
5051,Dice & a Slice,Colchester,Celly's hairstyle international,Salon / Barbershop,4bf58dd8d48988d110951735
5052,Dice & a Slice,Colchester,Rock Rockola,Clothing Store,4bf58dd8d48988d103951735
5053,Dice & a Slice,Colchester,Era,Clothing Store,4bf58dd8d48988d103951735
5054,Ludoquist Board Game Cafe,Croydon,Crushed Bean,Coffee Shop,4bf58dd8d48988d1e0931735
5055,Ludoquist Board Game Cafe,Croydon,Post Office,Post Office,4bf58dd8d48988d172941735
5056,Ludoquist Board Game Cafe,Croydon,Croydon Central Library,Library,4bf58dd8d48988d12f941735
5057,Ludoquist Board Game Cafe,Croydon,F45 Training Croydon UK,School,4bf58dd8d48988d13b941735
5058,Ludoquist Board Game Cafe,Croydon,The Green Dragon,Pub,4bf58dd8d48988d11b941735
5059,Ludoquist Board Game Cafe,Croydon,Croydon Clocktower,Museum,4bf58dd8d48988d181941735
5060,Ludoquist Board Game Cafe,Croydon,Coffee Shotter,Vegetarian / Vegan Restaurant,4bf58dd8d48988d1d3941735
5061,Ludoquist Board Game Cafe,Croydon,Matthews Yard,Coffee Shop,4bf58dd8d48988d1e0931735
5062,Ludoquist Board Game Cafe,Croydon,TMRW,Business Center,56aa371be4b08b9a8d573517
5063,Ludoquist Board Game Cafe,Croydon,Millets,Outdoor Supply Store,52f2ab2ebcbc57f1066b8b22
5064,Ludoquist Board Game Cafe,Croydon,Yo Yo Noodle,Asian Restaurant,4bf58dd8d48988d142941735
5065,Ludoquist Board Game Cafe,Croydon,NCP (NCP Croydon Wandle),Parking,4c38df4de52ce0d596b336e1
5066,Ludoquist Board Game Cafe,Croydon,Nando's,Portuguese Restaurant,4def73e84765ae376e57713a
5067,Ludoquist Board Game Cafe,Croydon,Croydon Town Hall,Town Hall,52e81612bcbc57f1066b7a38
5068,Ludoquist Board Game Cafe,Croydon,The Spread Eagle,Pub,4bf58dd8d48988d11b941735
5069,Ludoquist Board Game Cafe,Croydon,The Dutchie,Caribbean Restaurant,4bf58dd8d48988d144941735
5070,Ludoquist Board Game Cafe,Croydon,Market Tavern Croydon,Bar,4bf58dd8d48988d116941735
5071,Ludoquist Board Game Cafe,Croydon,Nuffield Health Fitness & Wellbeing Gym,Gym,4bf58dd8d48988d176941735
5072,Ludoquist Board Game Cafe,Croydon,Green Dragon House,Building,4bf58dd8d48988d130941735
5073,Ludoquist Board Game Cafe,Croydon,Croydon Council Offices,Office,4bf58dd8d48988d124941735
5074,Ludoquist Board Game Cafe,Croydon,Byte Cafe,Café,4bf58dd8d48988d16d941735
5075,Ludoquist Board Game Cafe,Croydon,The Ship,Pub,4bf58dd8d48988d11b941735
5076,Ludoquist Board Game Cafe,Croydon,Ponte Nuovo,Italian Restaurant,4bf58dd8d48988d110941735
5077,Ludoquist Board Game Cafe,Croydon,Surrey Street Market,Farmers Market,4bf58dd8d48988d1fa941735
5078,Ludoquist Board Game Cafe,Croydon,Bar Red Square,Pub,4bf58dd8d48988d11b941735
5079,Ludoquist Board Game Cafe,Croydon,Anytime Fitness,Gym / Fitness Center,4bf58dd8d48988d175941735
5080,Ludoquist Board Game Cafe,Croydon,Wei Dao Chinese Restaurant,Restaurant,4bf58dd8d48988d1c4941735
5081,Ludoquist Board Game Cafe,Croydon,Queen's Gardens,Park,4bf58dd8d48988d163941735
5082,Ludoquist Board Game Cafe,Croydon,Vue,Multiplex,4bf58dd8d48988d180941735
5083,Ludoquist Board Game Cafe,Croydon,Clocktower Cafe,Café,4bf58dd8d48988d16d941735
5084,Ludoquist Board Game Cafe,Croydon,Limitless VR,Arcade,4bf58dd8d48988d1e1931735
5085,Ludoquist Board Game Cafe,Croydon,Fun House,Other Nightlife,4bf58dd8d48988d11a941735
5086,Ludoquist Board Game Cafe,Croydon,Memory Box,Cocktail Bar,4bf58dd8d48988d11e941735
5087,Ludoquist Board Game Cafe,Croydon,Art & Craft,Beer Bar,56aa371ce4b08b9a8d57356c
5088,Ludoquist Board Game Cafe,Croydon,TfL Bus 119,Bus Line,4bf58dd8d48988d12b951735
5089,Ludoquist Board Game Cafe,Croydon,David Lean Cinema,Indie Movie Theater,4bf58dd8d48988d17e941735
5090,Ludoquist Board Game Cafe,Croydon,Hidden Gems,Thrift / Vintage Store,4bf58dd8d48988d101951735
5091,Ludoquist Board Game Cafe,Croydon,Bernard Weatherill House,Town Hall,52e81612bcbc57f1066b7a38
5092,Ludoquist Board Game Cafe,Croydon,Metropolis Business Media,Office,4bf58dd8d48988d124941735
5093,Ludoquist Board Game Cafe,Croydon,Stuffins,Sandwich Place,4bf58dd8d48988d1c5941735
5094,Ludoquist Board Game Cafe,Croydon,My Super Connector,Tech Startup,4bf58dd8d48988d125941735
5095,Ludoquist Board Game Cafe,Croydon,"Streeter Marshall Solicitors, Croydon Office",Lawyer,52f2ab2ebcbc57f1066b8b3f
5096,Ludoquist Board Game Cafe,Croydon,Caffe del Ponte,Café,4bf58dd8d48988d16d941735
5097,Ludoquist Board Game Cafe,Croydon,Si5 Spy Missions,Playground,4bf58dd8d48988d1e7941735
5098,Ludoquist Board Game Cafe,Croydon,Rio’s Piri Piri,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761
5099,Ludoquist Board Game Cafe,Croydon,Zipcar Wandle Rd - Croydon,Rental Car Location,4bf58dd8d48988d1ef941735
5100,Ludoquist Board Game Cafe,Croydon,Rush Beauty Parlour,Salon / Barbershop,4bf58dd8d48988d110951735
5101,Ludoquist Board Game Cafe,Croydon,Horn Ok Please,Food Truck,4bf58dd8d48988d1cb941735
5102,Ludoquist Board Game Cafe,Croydon,Davis House,Government Building,4bf58dd8d48988d126941735
5103,Ludoquist Board Game Cafe,Croydon,Croydon Museum,Museum,4bf58dd8d48988d181941735
5104,Ludoquist Board Game Cafe,Croydon,Croydon Register Office,Government Building,4bf58dd8d48988d126941735
5105,Ludoquist Board Game Cafe,Croydon,Goose on the Market,Pub,4bf58dd8d48988d11b941735
5106,Ludoquist Board Game Cafe,Croydon,Runathon,Sporting Goods Shop,4bf58dd8d48988d1f2941735
5107,Ludoquist Board Game Cafe,Croydon,Enough Is Enough Ltd,Coworking Space,4bf58dd8d48988d174941735
5108,Ludoquist Board Game Cafe,Croydon,Sala thong,Thai Restaurant,4bf58dd8d48988d149941735
5109,Ludoquist Board Game Cafe,Croydon,Council Chamber,Government Building,4bf58dd8d48988d126941735
5110,Ludoquist Board Game Cafe,Croydon,Mansouri & Son Solicitors,Coworking Space,4bf58dd8d48988d174941735
5111,Ludoquist Board Game Cafe,Croydon,The chicken shack,Burger Joint,4bf58dd8d48988d16c941735
5112,Ludoquist Board Game Cafe,Croydon,British Heart Foundation,Thrift / Vintage Store,4bf58dd8d48988d101951735
5113,Ludoquist Board Game Cafe,Croydon,Ellis’s Barbershop,Salon / Barbershop,4bf58dd8d48988d110951735
5114,Ludoquist Board Game Cafe,Croydon,Time Bomb Tattoo,Tattoo Parlor,4bf58dd8d48988d1de931735
5115,Ludoquist Board Game Cafe,Croydon,The Big Eat,American Restaurant,4bf58dd8d48988d14e941735
5116,Ludoquist Board Game Cafe,Croydon,Croydon Conference Centre,Convention Center,4bf58dd8d48988d1ff931735
5117,Ludoquist Board Game Cafe,Croydon,Croydon Water Works,Historic Site,4deefb944765f83613cdba6e
5118,Ludoquist Board Game Cafe,Croydon,Greggs,Bakery,4bf58dd8d48988d16a941735
5119,Ludoquist Board Game Cafe,Croydon,Forces Support,Thrift / Vintage Store,4bf58dd8d48988d101951735
5120,Ludoquist Board Game Cafe,Croydon,Sam's Chicken,Fast Food Restaurant,4bf58dd8d48988d16e941735
5121,Ludoquist Board Game Cafe,Croydon,BELS,Non-Profit,50328a8e91d4c4b30a586d6c
5122,Ludoquist Board Game Cafe,Croydon,AVenu Hair,Salon / Barbershop,4bf58dd8d48988d110951735
5123,Ludoquist Board Game Cafe,Croydon,Toni & Guy,Salon / Barbershop,4bf58dd8d48988d110951735
5124,Ludoquist Board Game Cafe,Croydon,Taberner House,City Hall,4bf58dd8d48988d129941735
5125,Ludoquist Board Game Cafe,Croydon,Rise Gallery,Art Gallery,4bf58dd8d48988d1e2931735
5126,Ludoquist Board Game Cafe,Croydon,Blue Sea Fish Bar,Fish & Chips Shop,4edd64a0c7ddd24ca188df1a
5127,Ludoquist Board Game Cafe,Croydon,Hoodoo's,Music Venue,4bf58dd8d48988d1e5931735
5128,Ludoquist Board Game Cafe,Croydon,TfL Bus 405,Bus Line,4bf58dd8d48988d12b951735
5129,Ludoquist Board Game Cafe,Croydon,Allied Detectives,Office,4bf58dd8d48988d124941735
5130,Ludoquist Board Game Cafe,Croydon,Casafina,Spanish Restaurant,4bf58dd8d48988d150941735
5131,Ludoquist Board Game Cafe,Croydon,Hair star,Salon / Barbershop,4bf58dd8d48988d110951735
5132,Ludoquist Board Game Cafe,Croydon,Impact Academy,Building,4bf58dd8d48988d130941735
5133,Ludoquist Board Game Cafe,Croydon,Delights Dessert House,Dessert Shop,4bf58dd8d48988d1d0941735
5134,Ludoquist Board Game Cafe,Croydon,Bus Stop KP,Bus Stop,52f2ab2ebcbc57f1066b8b4f
5135,Ludoquist Board Game Cafe,Croydon,CASİNO eighty-seven,Casino,4bf58dd8d48988d17c941735
5136,Ludoquist Board Game Cafe,Croydon,Bus Stop KS,Bus Stop,52f2ab2ebcbc57f1066b8b4f
5137,Ludoquist Board Game Cafe,Croydon,Delights,Ice Cream Shop,4bf58dd8d48988d1c9941735
5138,Ludoquist Board Game Cafe,Croydon,The Cenotaph (Croydon),Monument / Landmark,4bf58dd8d48988d12d941735
5139,Ludoquist Board Game Cafe,Croydon,Madhouse,Clothing Store,4bf58dd8d48988d103951735
5140,Ludoquist Board Game Cafe,Croydon,Authentic Roots Health Food,Health Food Store,50aa9e744b90af0d42d5de0e
5141,Ludoquist Board Game Cafe,Croydon,Photo Smile,Photography Studio,554a5e17498efabeda6cc559
5142,Ludoquist Board Game Cafe,Croydon,"Purley Committee Room, Bernard Weatherill House",Business Center,56aa371be4b08b9a8d573517
5143,Ludoquist Board Game Cafe,Croydon,The Vegan Grill,Vegetarian / Vegan Restaurant,4bf58dd8d48988d1d3941735
5144,Ludoquist Board Game Cafe,Croydon,Vitosha Restaurant & Cafe,Bulgarian Restaurant,56aa371be4b08b9a8d5734f3
5145,Ludoquist Board Game Cafe,Croydon,Angelo & Lino,Salon / Barbershop,4bf58dd8d48988d110951735
5146,Ludoquist Board Game Cafe,Croydon,M&M Games,Video Game Store,4bf58dd8d48988d10b951735
5147,Ludoquist Board Game Cafe,Croydon,Inalytics,Tech Startup,4bf58dd8d48988d125941735
5148,Ludoquist Board Game Cafe,Croydon,Cash & Cheque Express,Bank,4bf58dd8d48988d10a951735
5149,"Bake, Battle & Roll",Doncaster,Jobcentre Plus,Government Building,4bf58dd8d48988d126941735
5150,"Bake, Battle & Roll",Doncaster,Costa Coffee,Coffee Shop,4bf58dd8d48988d1e0931735
5151,"Bake, Battle & Roll",Doncaster,Wood Street/WS 1,Bus Stop,52f2ab2ebcbc57f1066b8b4f
5152,"Bake, Battle & Roll",Doncaster,57C Bus (Doncaster - Cantley - Airport),Bus Line,4bf58dd8d48988d12b951735
5153,"Bake, Battle & Roll",Doncaster,The Peak District Cafe & Happy Cow,Café,4bf58dd8d48988d16d941735
5154,"Bake, Battle & Roll",Doncaster,Slug & Lettuce Doncaster,Cocktail Bar,4bf58dd8d48988d11e941735
5155,"Bake, Battle & Roll",Doncaster,Foys Solicitors,Office,4bf58dd8d48988d124941735
5156,"Bake, Battle & Roll",Doncaster,Smoke Free E-Cigarettes & E-Liquid,Miscellaneous Shop,4bf58dd8d48988d1ff941735
5157,"Bake, Battle & Roll",Doncaster,Doncaster Council,City Hall,4bf58dd8d48988d129941735
5158,"Bake, Battle & Roll",Doncaster,Yorkshire Grey,Pub,4bf58dd8d48988d11b941735
5159,"Bake, Battle & Roll",Doncaster,Sir Nigel Gresley Square,Plaza,4bf58dd8d48988d164941735
5160,"Bake, Battle & Roll",Doncaster,Yates Doncaster,Bar,4bf58dd8d48988d116941735
5161,"Bake, Battle & Roll",Doncaster,Cactus Jacks,Mexican Restaurant,4bf58dd8d48988d1c1941735
5162,"Bake, Battle & Roll",Doncaster,The Saracens,Pub,4bf58dd8d48988d11b941735
5163,"Bake, Battle & Roll",Doncaster,Mercure Doncaster Centre Danum Hotel,Hotel,4bf58dd8d48988d1fa931735
5164,"Bake, Battle & Roll",Doncaster,The Glass Strawberry,Restaurant,4bf58dd8d48988d1c4941735
5165,"Bake, Battle & Roll",Doncaster,Fultons Foods,Grocery Store,4bf58dd8d48988d118951735
5166,"Bake, Battle & Roll",Doncaster,Ladbrokes,Betting Shop,52f2ab2ebcbc57f1066b8b40
5167,"Bake, Battle & Roll",Doncaster,Pmp Recruiting,Miscellaneous Shop,4bf58dd8d48988d1ff941735
5168,"Bake, Battle & Roll",Doncaster,Shoe Zone,Shoe Store,4bf58dd8d48988d107951735
5169,"Bake, Battle & Roll",Doncaster,X19 Doncaster Interchange - Barnsley Interchange,Bus Line,4bf58dd8d48988d12b951735
5170,"Bake, Battle & Roll",Doncaster,Town Centre,Shopping Mall,4bf58dd8d48988d1fd941735
5171,"Bake, Battle & Roll",Doncaster,Limited Editions Tattoo Studio,Tattoo Parlor,4bf58dd8d48988d1de931735
5172,"Bake, Battle & Roll",Doncaster,Moo Lab,Dessert Shop,4bf58dd8d48988d1d0941735
5173,"Bake, Battle & Roll",Doncaster,Tourist Information,Tourist Information Center,4f4530164b9074f6e4fb00ff
5174,"Bake, Battle & Roll",Doncaster,Anthony's,Restaurant,4bf58dd8d48988d1c4941735
5175,"Bake, Battle & Roll",Doncaster,UK Chicken,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761
5176,"Bake, Battle & Roll",Doncaster,Danum hotel,Hotel,4bf58dd8d48988d1fa931735
5177,"Bake, Battle & Roll",Doncaster,Woods' Tea Rooms,Café,4bf58dd8d48988d16d941735
5178,"Bake, Battle & Roll",Doncaster,Urban Bar,Beer Garden,4bf58dd8d48988d117941735
5179,"Bake, Battle & Roll",Doncaster,Cafe Alfresco,Café,4bf58dd8d48988d16d941735
5180,"Bake, Battle & Roll",Doncaster,wood Street/Princegate,Bus Stop,52f2ab2ebcbc57f1066b8b4f
5181,"Bake, Battle & Roll",Doncaster,The Lockwood,Pub,4bf58dd8d48988d11b941735
5182,"Bake, Battle & Roll",Doncaster,Boogie Bar,Bar,4bf58dd8d48988d116941735
5183,"Bake, Battle & Roll",Doncaster,The Angel and Royal,Pub,4bf58dd8d48988d11b941735
5184,"Bake, Battle & Roll",Doncaster,Doncaster Brewery Tap,Pub,4bf58dd8d48988d11b941735
5185,"Bake, Battle & Roll",Doncaster,Mañana Mañana,Bar,4bf58dd8d48988d116941735
5186,"Bake, Battle & Roll",Doncaster,Doncaster Food Centre,Grocery Store,4bf58dd8d48988d118951735
5187,"Bake, Battle & Roll",Doncaster,Java Deli,Café,4bf58dd8d48988d16d941735
5188,"Bake, Battle & Roll",Doncaster,Doncaster Fifteens Pub,Pub,4bf58dd8d48988d11b941735
5189,"Bake, Battle & Roll",Doncaster,37041209 Hall Gate Hg1,Bus Stop,52f2ab2ebcbc57f1066b8b4f
5190,"Bake, Battle & Roll",Doncaster,Efes Kebab,Burger Joint,4bf58dd8d48988d16c941735
5191,"Bake, Battle & Roll",Doncaster,Dixy Chicken,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761
5192,"Bake, Battle & Roll",Doncaster,Flares,Nightclub,4bf58dd8d48988d11f941735
5193,"Bake, Battle & Roll",Doncaster,Free 2Learn,Building,4bf58dd8d48988d130941735
5194,"Bake, Battle & Roll",Doncaster,Travail Employment Group,Miscellaneous Shop,4bf58dd8d48988d1ff941735
5195,"Bake, Battle & Roll",Doncaster,Ward Brothers,Furniture / Home Store,4bf58dd8d48988d1f8941735
5196,"Bake, Battle & Roll",Doncaster,Nelsons,Pub,4bf58dd8d48988d11b941735
5197,"Bake, Battle & Roll",Doncaster,Greggs,Bakery,4bf58dd8d48988d16a941735
5198,"Bake, Battle & Roll",Doncaster,The Salad Bar And Deli,Deli / Bodega,4bf58dd8d48988d146941735
5199,"Bake, Battle & Roll",Doncaster,Speedy Cash,Bank,4bf58dd8d48988d10a951735
5200,"Bake, Battle & Roll",Doncaster,Troy Cafe,Café,4bf58dd8d48988d16d941735
5201,"Bake, Battle & Roll",Doncaster,saint vincent medical Centre,Medical Center,4bf58dd8d48988d104941735
5202,"Bake, Battle & Roll",Doncaster,C 4,Bus Line,4bf58dd8d48988d12b951735
5203,"Bake, Battle & Roll",Doncaster,As Promised,Women's Store,4bf58dd8d48988d108951735
5204,"Bake, Battle & Roll",Doncaster,Jesssops,Hobby Shop,4bf58dd8d48988d1fb941735
5205,"Bake, Battle & Roll",Doncaster,Cash Generator,Pawn Shop,52f2ab2ebcbc57f1066b8b34
5206,"Bake, Battle & Roll",Doncaster,Malcolm C Foy & Co,Lawyer,52f2ab2ebcbc57f1066b8b3f
5207,"Bake, Battle & Roll",Doncaster,Opera,Italian Restaurant,4bf58dd8d48988d110941735
5208,"Bake, Battle & Roll",Doncaster,Newsagents,Newsstand,4f04ad622fb6e1c99f3db0b9
5209,"Bake, Battle & Roll",Doncaster,alexander ellis,Salon / Barbershop,4bf58dd8d48988d110951735
5210,"Bake, Battle & Roll",Doncaster,Ali Super Cut,Building,4bf58dd8d48988d130941735
5211,"Bake, Battle & Roll",Doncaster,Paper House,Paper / Office Supplies Store,4bf58dd8d48988d121951735
5212,"Bake, Battle & Roll",Doncaster,Changing Lives: Women's Services - Doncaster,Community Center,52e81612bcbc57f1066b7a34
5213,"Bake, Battle & Roll",Doncaster,goodfellows,Health & Beauty Service,54541900498ea6ccd0202697
5214,"Bake, Battle & Roll",Doncaster,A4e,Office,4bf58dd8d48988d124941735
5215,"Bake, Battle & Roll",Doncaster,Scope Charity Shop,Thrift / Vintage Store,4bf58dd8d48988d101951735
5216,"Bake, Battle & Roll",Doncaster,Danum News,Convenience Store,4d954b0ea243a5684a65b473
5217,"Bake, Battle & Roll",Doncaster,Army Careers Office,Military Base,4e52adeebd41615f56317744
5218,"Bake, Battle & Roll",Doncaster,The Perfume Shop,Perfume Shop,52f2ab2ebcbc57f1066b8b23
5219,"Bake, Battle & Roll",Doncaster,"Co-op Funeralcare, Doncaster (The Co-operative Funeralcare)",Funeral Home,4f4534884b9074f6e4fb0174
5220,"Bake, Battle & Roll",Doncaster,Ladbrokes,Betting Shop,52f2ab2ebcbc57f1066b8b40
5221,"Bake, Battle & Roll",Doncaster,Diamond Lounge,Bar,4bf58dd8d48988d116941735
5222,"Bake, Battle & Roll",Doncaster,Cyprus Gardens,Pizza Place,4bf58dd8d48988d1ca941735
5223,"Bake, Battle & Roll",Doncaster,North Doncaster Development Trust,Office,4bf58dd8d48988d124941735
5224,"Bake, Battle & Roll",Doncaster,Hogs Head,Beer Garden,4bf58dd8d48988d117941735
5225,"Bake, Battle & Roll",Doncaster,TJ Cafe,Café,4bf58dd8d48988d16d941735
5226,"Bake, Battle & Roll",Doncaster,The Great Northern,Pub,4bf58dd8d48988d11b941735
5227,"Bake, Battle & Roll",Doncaster,St Leger Tavern (Biscuit Billy's),Pub,4bf58dd8d48988d11b941735
5228,"Bake, Battle & Roll",Doncaster,Baileys,Pub,4bf58dd8d48988d11b941735
5229,Board,Exeter,March Coffee,Coffee Shop,4bf58dd8d48988d1e0931735
5230,Board,Exeter,City Barbers,Salon / Barbershop,4bf58dd8d48988d110951735
5231,Board,Exeter,Oxfam Book Shop,Bookstore,4bf58dd8d48988d114951735
5232,Board,Exeter,Lukas Barbers,Salon / Barbershop,4bf58dd8d48988d110951735
5233,Board,Exeter,Caffè Nero,Coffee Shop,4bf58dd8d48988d1e0931735
5234,Board,Exeter,KFC,Fast Food Restaurant,4bf58dd8d48988d16e941735
5235,Board,Exeter,The Chevalier Inn (Wetherspoon),Pub,4bf58dd8d48988d11b941735
5236,Board,Exeter,Jack Wills,Clothing Store,4bf58dd8d48988d103951735
5237,Board,Exeter,Sacred Heart RC Church,Spiritual Center,4bf58dd8d48988d131941735
5238,Board,Exeter,PizzaExpress,Pizza Place,4bf58dd8d48988d1ca941735
5239,Board,Exeter,Trugs,Flower Shop,4bf58dd8d48988d11b951735
5240,Board,Exeter,McDonald's,Fast Food Restaurant,4bf58dd8d48988d16e941735
5241,Board,Exeter,Ryman Stationery,Stationery Store,52f2ab2ebcbc57f1066b8b21
5242,Board,Exeter,The Beer Cellar,Bar,4bf58dd8d48988d116941735
5243,Board,Exeter,Kaspa's,Dessert Shop,4bf58dd8d48988d1d0941735
5244,Board,Exeter,Patisserie Valerie,Café,4bf58dd8d48988d16d941735
5245,Board,Exeter,Exeter Farmers Market,Farmers Market,4bf58dd8d48988d1fa941735
5246,Board,Exeter,Cathedral Gardens,Garden,4bf58dd8d48988d15a941735
5247,Board,Exeter,NV,Dive Bar,4bf58dd8d48988d118941735
5248,Board,Exeter,How On Earth Deli,Deli / Bodega,4bf58dd8d48988d146941735
5249,Board,Exeter,Al Farid,Moroccan Restaurant,4bf58dd8d48988d1c3941735
5250,Board,Exeter,Snappy Snaps,Photography Lab,4eb1bdde3b7b55596b4a7490
5251,Board,Exeter,Cathedral Yard,Plaza,4bf58dd8d48988d164941735
5252,Board,Exeter,Buffet City,Asian Restaurant,4bf58dd8d48988d142941735
5253,Board,Exeter,The Futon Company,Furniture / Home Store,4bf58dd8d48988d1f8941735
5254,Board,Exeter,Exeter Corn Exchange,General Entertainment,4bf58dd8d48988d1f1931735
5255,Board,Exeter,The Thai Orchid,Thai Restaurant,4bf58dd8d48988d149941735
5256,Board,Exeter,Tandori Nights,Indian Restaurant,4bf58dd8d48988d10f941735
5257,Board,Exeter,St Petrocks,Church,4bf58dd8d48988d132941735
5258,Board,Exeter,Broadgate,Travel Agency,4f04b08c2fb6e1c99f3db0bd
5259,Board,Exeter,The Golden Horn,Fast Food Restaurant,4bf58dd8d48988d16e941735
5260,Board,Exeter,Warrens Bakery,Bakery,4bf58dd8d48988d16a941735
5261,Board,Exeter,The Real India,Indian Restaurant,4bf58dd8d48988d10f941735
5262,Board,Exeter,PASHA,Turkish Restaurant,4f04af1f2fb6e1c99f3db0bb
5263,Board,Exeter,Exeter Cathedral Cafe,Café,4bf58dd8d48988d16d941735
5264,Board,Exeter,Grow Coffee House,Coffee Shop,4bf58dd8d48988d1e0931735
5265,Board,Exeter,Hospiscare,Miscellaneous Shop,4bf58dd8d48988d1ff941735
5266,Board,Exeter,The Little Orange Cafe,Breakfast Spot,4bf58dd8d48988d143941735
5267,Board,Exeter,The Plant Cafe Deli,Vegetarian / Vegan Restaurant,4bf58dd8d48988d1d3941735
5268,Board,Exeter,The Canopy,Mediterranean Restaurant,4bf58dd8d48988d1c0941735
5269,Board,Exeter,Kaleider,Art Gallery,4bf58dd8d48988d1e2931735
5270,Board,Exeter,Timepiece,Nightclub,4bf58dd8d48988d11f941735
5271,Board,Exeter,Hospiscare Music and Book Shop,Miscellaneous Shop,4bf58dd8d48988d1ff941735
5272,Board,Exeter,Exeter Snooker Club,Pool Hall,4bf58dd8d48988d1e3931735
5273,Board,Exeter,langmaids news,Newsstand,4f04ad622fb6e1c99f3db0b9
5274,Board,Exeter,curry leaf,Indian Restaurant,4bf58dd8d48988d10f941735
5275,Board,Exeter,Menkind,Gift Shop,4bf58dd8d48988d128951735
5276,Board,Exeter,South Street Standard,Beer Bar,56aa371ce4b08b9a8d57356c
5277,Board,Exeter,The Lxs @ Centre Stage,Salon / Barbershop,4bf58dd8d48988d110951735
5278,Board,Exeter,Seven wok,Chinese Restaurant,4bf58dd8d48988d145941735
5279,Board,Exeter,Rooster Records,Record Shop,4bf58dd8d48988d10d951735
5280,Board,Exeter,Shoe Zone,Clothing Store,4bf58dd8d48988d103951735
5281,Board,Exeter,Oxfam Music & Art,Music Store,4bf58dd8d48988d1fe941735
5282,Board,Exeter,Tang Shian,Chinese Restaurant,4bf58dd8d48988d145941735
5283,Board,Exeter,Synagogue Place,Spiritual Center,4bf58dd8d48988d131941735
5284,Board,Exeter,Bodrum Kebab House,Kebab Restaurant,5283c7b4e4b094cb91ec88d7
5285,Board,Exeter,Virgin Money,Bank,4bf58dd8d48988d10a951735
5286,Board,Exeter,Amplifon,Medical Supply Store,58daa1558bbb0b01f18ec206
5287,Board,Exeter,Lite Delite,Chinese Restaurant,4bf58dd8d48988d145941735
5288,Board,Exeter,Bargain Buys,Discount Store,52dea92d3cf9994f4e043dbb
5289,Board,Exeter,London Town Barbers,Salon / Barbershop,4bf58dd8d48988d110951735
5290,Board,Exeter,Ottoman Grill,Gastropub,4bf58dd8d48988d155941735
5291,Board,Exeter,Yorkshire Building Society,Bank,4bf58dd8d48988d10a951735
5292,Board,Exeter,Club Rococo,Nightclub,4bf58dd8d48988d11f941735
5293,Board,Exeter,Skechers,Shoe Store,4bf58dd8d48988d107951735
5294,Board,Exeter,Fore Street farmers market,Farmers Market,4bf58dd8d48988d1fa941735
5295,Board,Exeter,George Street DCC Office,Government Building,4bf58dd8d48988d126941735
5296,Board,Exeter,Pittar Chambers Dental Centre,Dentist's Office,4bf58dd8d48988d178941735
5297,Board,Exeter,Nails 4 U,Nail Salon,4f04aa0c2fb6e1c99f3db0b8
