,Café_name,Café_city,Venue_name,Venue_cat,Venue_catID
96,Café Benno,Vienna,Cafe Auszeit,Café,4bf58dd8d48988d16d941735
97,Café Benno,Vienna,Flarent Vienna Apartments,Vacation Rental,56aa371be4b08b9a8d5734e1
98,Café Benno,Vienna,Zoo Alsergrund,Pet Store,4bf58dd8d48988d100951735
99,Café Benno,Vienna,Kamera - Service u. Fotohandel Helmut Redl,Other Repair Shop,52f2ab2ebcbc57f1066b8b2f
100,Café Benno,Vienna,A1 Telekom Austria Hebragasse,Office,4bf58dd8d48988d124941735
101,Café Benno,Vienna,Med. Zentrum Alser Straße (mza),Medical Center,4bf58dd8d48988d104941735
102,Café Benno,Vienna,Bennogasse,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
103,Café Benno,Vienna,Institut für Spezifische Prophylaxe und Tropenmedizin,Medical School,4bf58dd8d48988d1b3941735
104,Café Benno,Vienna,Institut Für Virologie,General College & University,4bf58dd8d48988d1a8941735
105,Café Benno,Vienna,Recheninstitut,College Auditorium,4bf58dd8d48988d1af941735
106,Café Benno,Vienna,B72,Music Venue,4bf58dd8d48988d1e5931735
107,Café Benno,Vienna,Albertplatz,Plaza,4bf58dd8d48988d164941735
108,Café Benno,Vienna,Steindl's Weinhaus,Gastropub,4bf58dd8d48988d155941735
109,Café Benno,Vienna,Kindermed,Doctor's Office,4bf58dd8d48988d177941735
110,Café Benno,Vienna,El Feo,Bar,4bf58dd8d48988d116941735
111,Café Benno,Vienna,Pub Speakeasy,Pub,4bf58dd8d48988d11b941735
112,Café Benno,Vienna,Moody,Lounge,4bf58dd8d48988d121941735
113,Café Benno,Vienna,"Zentrum f. Public Health, Allgemein- u. Familienmedizin",Medical School,4bf58dd8d48988d1b3941735
114,Café Sperlhof,Vienna,Pfadfindergruppe Wien 51,General College & University,4bf58dd8d48988d1a8941735
115,Café Sperlhof,Vienna,Monte Ofelio,Deli / Bodega,4bf58dd8d48988d146941735
116,Café Sperlhof,Vienna,X-MAS Motorcycle Electrics,Shop & Service,4d4b7105d754a06378d81259
117,Café Sperlhof,Vienna,Augartenspitz,Park,4bf58dd8d48988d163941735
118,Café Sperlhof,Vienna,HOFER,Supermarket,52f2ab2ebcbc57f1066b8b46
119,Café Sperlhof,Vienna,McDonald's,Fast Food Restaurant,4bf58dd8d48988d16e941735
120,Café Sperlhof,Vienna,supermari,Gourmet Shop,4bf58dd8d48988d1f5941735
121,Café Sperlhof,Vienna,omas Backstube,Bakery,4bf58dd8d48988d16a941735
122,Café Sperlhof,Vienna,Filmarchiv Austria,Library,4bf58dd8d48988d12f941735
123,Café Sperlhof,Vienna,Taqueria Los Mexikas,Mexican Restaurant,4bf58dd8d48988d1c1941735
124,Café Sperlhof,Vienna,U Taborstraße,Metro Station,4bf58dd8d48988d1fd931735
125,Café Sperlhof,Vienna,5B Taborstraße,Bus Stop,52f2ab2ebcbc57f1066b8b4f
126,Café Sperlhof,Vienna,Urban Gardening Augartenspitz,Garden,4bf58dd8d48988d15a941735
127,Café Sperlhof,Vienna,Volksschule Schwarzingergasse,General College & University,4bf58dd8d48988d1a8941735
128,Café Sperlhof,Vienna,Landeskriminalamt Ast. Ost,Police Station,4bf58dd8d48988d12e941735
129,Café Sperlhof,Vienna,Dr. Brandl,Doctor's Office,4bf58dd8d48988d177941735
130,Café Sperlhof,Vienna,Zahnarzt Dr. Zadina,Dentist's Office,4bf58dd8d48988d178941735
131,Café Sperlhof,Vienna,Gemeinschaftsgarten am Augartenspitz,Garden,4bf58dd8d48988d15a941735
132,Café Sperlhof,Vienna,Glascontainer,Recycling Facility,4f4531084b9074f6e4fb0101
133,Café Sperlhof,Vienna,H Taborstraße,Tram Station,52f2ab2ebcbc57f1066b8b51
134,Café Sperlhof,Vienna,Nguyen’s,Vietnamese Restaurant,4bf58dd8d48988d14a941735
135,Café Sperlhof,Vienna,glanzrad.at,Bike Shop,4bf58dd8d48988d115951735
136,Café Sperlhof,Vienna,MuTh - Konzertsaal der Wiener Sängerknaben,Theater,4bf58dd8d48988d137941735
137,Café Sperlhof,Vienna,5a Malzgasse,Bus Stop,52f2ab2ebcbc57f1066b8b4f
138,Café Sperlhof,Vienna,das taschenfahrrad,Bike Shop,4bf58dd8d48988d115951735
139,Café Sperlhof,Vienna,Machma Naturseifen,Miscellaneous Shop,4bf58dd8d48988d1ff941735
140,Café Sperlhof,Vienna,Bawag PSK,Bank,4bf58dd8d48988d10a951735
141,Café Sperlhof,Vienna,Leopold Imbiss,Diner,4bf58dd8d48988d147941735
142,Café Sperlhof,Vienna,Miesbachgasse,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
143,Café Sperlhof,Vienna,Polizeiinspektion Leopoldsgasse,Police Station,4bf58dd8d48988d12e941735
144,Café Sperlhof,Vienna,Hundeparcours,Dog Run,4bf58dd8d48988d1e5941735
145,Café Sperlhof,Vienna,Vienna Stay Apartments - Top 1,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
146,Café Sperlhof,Vienna,Kriminalmuseum,Museum,4bf58dd8d48988d181941735
147,Café Sperlhof,Vienna,Grünstern Gartenküche,Bistro,52e81612bcbc57f1066b79f1
148,Café Sperlhof,Vienna,Gastronomie wie noch nie,Beer Garden,4bf58dd8d48988d117941735
149,Café Sperlhof,Vienna,Bobby's Indian Stuff,Miscellaneous Shop,4bf58dd8d48988d1ff941735
150,Café Sperlhof,Vienna,Holland Blumen Mark,Flower Shop,4bf58dd8d48988d11b951735
151,Café Sperlhof,Vienna,Kino wie noch nie,Movie Theater,4bf58dd8d48988d17f941735
152,Café Sperlhof,Vienna,Bricks,Nightclub,4bf58dd8d48988d11f941735
153,SpielBar,Vienna,Confraternität,Hospital,4bf58dd8d48988d196941735
154,SpielBar,Vienna,H Laudongasse,Tram Station,52f2ab2ebcbc57f1066b8b51
155,SpielBar,Vienna,City of Angels,Mexican Restaurant,4bf58dd8d48988d1c1941735
156,SpielBar,Vienna,Sportordination Physio,Medical Center,4bf58dd8d48988d104941735
157,SpielBar,Vienna,H Laudongasse/Kochgasse,Bus Stop,52f2ab2ebcbc57f1066b8b4f
158,SpielBar,Vienna,Österreichisches Museum für Volkskunde,History Museum,4bf58dd8d48988d190941735
159,SpielBar,Vienna,Oliver’s Teigwerkstatt,Bakery,4bf58dd8d48988d16a941735
160,SpielBar,Vienna,H Laudongasse/Lederergasse (13A),Bus Stop,52f2ab2ebcbc57f1066b8b4f
161,SpielBar,Vienna,Ordination Dr. Chizzali-Bonfadin,Doctor's Office,4bf58dd8d48988d177941735
162,SpielBar,Vienna,Cafe Daun,Coffee Shop,4bf58dd8d48988d1e0931735
163,SpielBar,Vienna,Pygmalion,College Theater,4bf58dd8d48988d1ac941735
164,SpielBar,Vienna,Libro Alser Straße,Paper / Office Supplies Store,4bf58dd8d48988d121951735
165,SpielBar,Vienna,Röntgenordination Dock & Mendel,Medical Lab,4f4531b14b9074f6e4fb0103
166,SpielBar,Vienna,Psychologische Studentenberatung,Office,4bf58dd8d48988d124941735
167,SpielBar,Vienna,bäckerei schwarz,Bakery,4bf58dd8d48988d16a941735
168,SpielBar,Vienna,H Skodagasse,Tram Station,52f2ab2ebcbc57f1066b8b51
169,SpielBar,Vienna,Urban Stay (Hotel Columbia),Hotel,4bf58dd8d48988d1fa931735
170,SpielBar,Vienna,Adolf Schärf Heim Vindabona,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
171,SpielBar,Vienna,Anna's Schnitzl Stube,Austrian Restaurant,52e81612bcbc57f1066b7a01
172,SpielBar,Vienna,Cafe Admiral,General Entertainment,4bf58dd8d48988d1f1931735
173,SpielBar,Vienna,H Skodagasse,Bus Stop,52f2ab2ebcbc57f1066b8b4f
174,SpielBar,Vienna,Muscheln & Mehr,Mediterranean Restaurant,4bf58dd8d48988d1c0941735
175,SpielBar,Vienna,zum sussen eck,Candy Store,4bf58dd8d48988d117951735
176,SpielBar,Vienna,Drei,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc
177,SpielBar,Vienna,Dr med Gertrude Reichel,Doctor's Office,4bf58dd8d48988d177941735
178,SpielBar,Vienna,Chop Chop urban asian,Asian Restaurant,4bf58dd8d48988d142941735
179,SpielBar,Vienna,Würstelstand Alserstraße,Austrian Restaurant,52e81612bcbc57f1066b7a01
180,SpielBar,Vienna,Debakel,Other Nightlife,4bf58dd8d48988d11a941735
181,SpielBar,Vienna,cafe zeit,Dive Bar,4bf58dd8d48988d118941735
182,SpielBar,Vienna,Taj-Indian Restaurant & Bar,Indian Restaurant,4bf58dd8d48988d10f941735
183,SpielBar,Vienna,Baltic,Hotel,4bf58dd8d48988d1fa931735
184,SpielBar,Vienna,Humanic,Shoe Store,4bf58dd8d48988d107951735
185,SpielBar,Vienna,Melkerhof,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
186,SpielBar,Vienna,KFA Wien,Office,4bf58dd8d48988d124941735
187,SpielBar,Vienna,Fachärzte Kochgasse,Medical Center,4bf58dd8d48988d104941735
188,SpielBar,Vienna,Aida Café-Konditorei Wien,Café,4bf58dd8d48988d16d941735
189,SpielBar,Vienna,Kaisaki Running Sushi,Sushi Restaurant,4bf58dd8d48988d1d2941735
190,The Playground (Hoofdkerk),Antwerp,De Groene Waterman,Bookstore,4bf58dd8d48988d114951735
191,The Playground (Hoofdkerk),Antwerp,Erfgoedbibliotheek Hendrik Conscience,Library,4bf58dd8d48988d12f941735
192,The Playground (Hoofdkerk),Antwerp,Quinten Matsijs,Bar,4bf58dd8d48988d116941735
193,The Playground (Hoofdkerk),Antwerp,KU Leuven Campus Carolus,College Academic Building,4bf58dd8d48988d198941735
194,The Playground (Hoofdkerk),Antwerp,Henderik Conscienseplein,Pedestrian Plaza,52e81612bcbc57f1066b7a25
195,The Playground (Hoofdkerk),Antwerp,Hendrik Consienceplein,Plaza,4bf58dd8d48988d164941735
196,The Playground (Hoofdkerk),Antwerp,Jezuitenrui,Plaza,4bf58dd8d48988d164941735
197,The Playground (Hoofdkerk),Antwerp,Sint-Carolus Borromeuskerk,Church,4bf58dd8d48988d132941735
198,The Playground (Hoofdkerk),Antwerp,Wim Meeussen Goudsmederij,Jewelry Store,4bf58dd8d48988d111951735
199,The Playground (Hoofdkerk),Antwerp,hondenuitlaat 't stad,Dog Run,4bf58dd8d48988d1e5941735
200,The Playground (Hoofdkerk),Antwerp,Bubble Waffle Café,Creperie,52e81612bcbc57f1066b79f2
201,The Playground (Hoofdkerk),Antwerp,Bohm & Berkel,Wine Bar,4bf58dd8d48988d123941735
202,The Playground (Hoofdkerk),Antwerp,Frituur 't Stad,Friterie,55d25775498e9f6a0816a37a
203,The Playground (Hoofdkerk),Antwerp,Marolus,Dessert Shop,4bf58dd8d48988d1d0941735
204,The Playground (Hoofdkerk),Antwerp,Only Kebab,Kebab Restaurant,5283c7b4e4b094cb91ec88d7
205,The Playground (Hoofdkerk),Antwerp,CAR 1.06,College Classroom,4bf58dd8d48988d1a0941735
206,The Playground (Hoofdkerk),Antwerp,CAR 3.09,College Classroom,4bf58dd8d48988d1a0941735
207,The Playground (Hoofdkerk),Antwerp,Demian Antiquariaat,Bookstore,4bf58dd8d48988d114951735
208,The Playground (Hoofdkerk),Antwerp,Simply Emily,Soup Place,4bf58dd8d48988d1dd931735
209,The Playground (Hoofdkerk),Antwerp,de Peerdestal,French Restaurant,4bf58dd8d48988d10c941735
210,The Playground (Hoofdkerk),Antwerp,CAR 1.07,College Classroom,4bf58dd8d48988d1a0941735
211,The Playground (Hoofdkerk),Antwerp,The Chocolate Box,Tea Room,4bf58dd8d48988d1dc931735
212,The Playground (Hoofdkerk),Antwerp,Nottebohmzaal,Library,4bf58dd8d48988d12f941735
213,The Playground (Hoofdkerk),Antwerp,Huis Franck,Lounge,4bf58dd8d48988d121941735
214,The Playground (Hoofdkerk),Antwerp,Café De Kat,Pub,4bf58dd8d48988d11b941735
215,The Playground (Hoofdkerk),Antwerp,Café De Zwaan,Bar,4bf58dd8d48988d116941735
216,The Playground (Hoofdkerk),Antwerp,The Collector's House,Art Gallery,4bf58dd8d48988d1e2931735
217,The Playground (Hoofdkerk),Antwerp,Gerda De Vrij,Jewelry Store,4bf58dd8d48988d111951735
218,The Playground (Hoofdkerk),Antwerp,Mo’na Antwerp,Health & Beauty Service,54541900498ea6ccd0202697
219,The Playground (Hoofdkerk),Antwerp,De peerdestal,Restaurant,4bf58dd8d48988d1c4941735
220,The Playground (Hoofdkerk),Antwerp,Diana Brows,Health & Beauty Service,54541900498ea6ccd0202697
221,The Playground (Hoofdkerk),Antwerp,WM Art Gallery,Art Gallery,4bf58dd8d48988d1e2931735
222,The Playground (Hoofdkerk),Antwerp,Halte Antwerpen Sint-Katelijne,Tram Station,52f2ab2ebcbc57f1066b8b51
223,The Playground (Hoofdkerk),Antwerp,Gallerij Anversville,Art Gallery,4bf58dd8d48988d1e2931735
224,The Playground (Hoofdkerk),Antwerp,ViaVia Joker Reiscafé,Bistro,52e81612bcbc57f1066b79f1
225,The Playground (Hoofdkerk),Antwerp,Bontwerkersplaats,Historic Site,4deefb944765f83613cdba6e
226,The Playground (Hoofdkerk),Antwerp,Salon de Thé Claude,Tea Room,4bf58dd8d48988d1dc931735
227,The Playground (Hoofdkerk),Antwerp,Simply Marie,Soup Place,4bf58dd8d48988d1dd931735
228,The Playground (Hoofdkerk),Antwerp,Aveda Elements,Spa,4bf58dd8d48988d1ed941735
229,The Playground (Station),Antwerp,Station Antwerpen-Centraal,Train Station,4bf58dd8d48988d129951735
230,The Playground (Station),Antwerp,Starbucks,Coffee Shop,4bf58dd8d48988d1e0931735
231,The Playground (Station),Antwerp,Premetrostation Diamant,Metro Station,4bf58dd8d48988d1fd931735
232,The Playground (Station),Antwerp,Free Cone Day,Ice Cream Shop,4bf58dd8d48988d1c9941735
233,The Playground (Station),Antwerp,Hampton by Hilton,Hotel,4bf58dd8d48988d1fa931735
234,The Playground (Station),Antwerp,Panos,Sandwich Place,4bf58dd8d48988d1c5941735
235,The Playground (Station),Antwerp,Delhaize Shop & Go,Fruit & Vegetable Store,52f2ab2ebcbc57f1066b8b1c
236,The Playground (Station),Antwerp,Infrabel,Office,4bf58dd8d48988d124941735
237,The Playground (Station),Antwerp,Spoor 3,Platform,4f4531504b9074f6e4fb0102
238,The Playground (Station),Antwerp,Aardbeien van Hoogstraten,Farmers Market,4bf58dd8d48988d1fa941735
239,The Playground (Station),Antwerp,Panos,Sandwich Place,4bf58dd8d48988d1c5941735
240,The Playground (Station),Antwerp,Spoor 1,Platform,4f4531504b9074f6e4fb0102
241,The Playground (Station),Antwerp,Chez Albert,Food Stand,56aa371be4b08b9a8d57350b
242,The Playground (Station),Antwerp,Bestuurdersdepot NMBS,Office,4bf58dd8d48988d124941735
243,The Playground (Station),Antwerp,Spoor 5,Platform,4f4531504b9074f6e4fb0102
244,The Playground (Station),Antwerp,Spoor 6,Platform,4f4531504b9074f6e4fb0102
245,The Playground (Station),Antwerp,Comics Station HQ,Office,4bf58dd8d48988d124941735
246,The Playground (Station),Antwerp,Philippo Rozen,Flower Shop,4bf58dd8d48988d11b951735
247,The Playground (Station),Antwerp,Apotheek Centraal Station,Pharmacy,4bf58dd8d48988d10f951735
248,The Playground (Station),Antwerp,indian food ahaar,Deli / Bodega,4bf58dd8d48988d146941735
249,The Playground (Station),Antwerp,Spoor 4,Platform,4f4531504b9074f6e4fb0102
250,The Playground (Station),Antwerp,Capri,Café,4bf58dd8d48988d16d941735
251,The Playground (Station),Antwerp,Ticketautomaten NMBS,Travel Agency,4f04b08c2fb6e1c99f3db0bd
252,The Playground (Station),Antwerp,Visit Antwerp Centraal Station,Tourist Information Center,4f4530164b9074f6e4fb00ff
253,The Playground (Station),Antwerp,Spoor 14,Platform,4f4531504b9074f6e4fb0102
254,The Playground (Station),Antwerp,Yves Rocher,Cosmetics Shop,4bf58dd8d48988d10c951735
255,The Playground (Station),Antwerp,"FOD Volksgezondheid, Veiligheid van de Voedselketen en Leefmilieu",Government Building,4bf58dd8d48988d126941735
256,The Playground (Station),Antwerp,Travelcenter NMBS,Travel Agency,4f04b08c2fb6e1c99f3db0bd
257,The Playground (Station),Antwerp,Fruit to go,Food Stand,56aa371be4b08b9a8d57350b
258,The Playground (Station),Antwerp,Hairtalk station,Health & Beauty Service,54541900498ea6ccd0202697
259,The Playground (Station),Antwerp,Perron 10,Bus Stop,52f2ab2ebcbc57f1066b8b4f
260,The Playground (Station),Antwerp,Busperron Pelikaanstraat,Bus Station,4bf58dd8d48988d1fe931735
261,The Playground (Station),Antwerp,Medex,Medical Center,4bf58dd8d48988d104941735
262,The Playground (Station),Antwerp,Le Royal Cafe,Brasserie,57558b36e4b065ecebd306b0
263,The Playground (Station),Antwerp,telenet pop,Building,4bf58dd8d48988d130941735
264,The Playground (Station),Antwerp,Leslokaal Nmbs Bestuurders,College Classroom,4bf58dd8d48988d1a0941735
265,The Playground (Station),Antwerp,Levanto,Office,4bf58dd8d48988d124941735
266,The Playground (Station),Antwerp,Relay,Newsstand,4f04ad622fb6e1c99f3db0b9
267,The Playground (Station),Antwerp,Busperron 11,Bus Station,4bf58dd8d48988d1fe931735
268,Outpost Antwerpen,Antwerp,Interparking Meir,Parking,4c38df4de52ce0d596b336e1
269,Outpost Antwerpen,Antwerp,Lbc,College Communications Building,4bf58dd8d48988d19a941735
270,Outpost Antwerpen,Antwerp,O’TACOS,Taco Place,4bf58dd8d48988d151941735
271,Outpost Antwerpen,Antwerp,CVO LBC Antwerpen,School,4bf58dd8d48988d13b941735
272,Outpost Antwerpen,Antwerp,Kokomo City Antwerp,Bar,4bf58dd8d48988d116941735
273,Outpost Antwerpen,Antwerp,Parfuma,Perfume Shop,52f2ab2ebcbc57f1066b8b23
274,Outpost Antwerpen,Antwerp,Kathedraallogies Drie Koningen,Bed & Breakfast,4bf58dd8d48988d1f8931735
275,Outpost Antwerpen,Antwerp,Sint-Carolus Borromeuskerk,Church,4bf58dd8d48988d132941735
276,Outpost Antwerpen,Antwerp,Rijksdienst Voor Pensioenen,Coworking Space,4bf58dd8d48988d174941735
277,Outpost Antwerpen,Antwerp,Grobet,Camera Store,4eb1bdf03b7b55596b4a7491
278,Outpost Antwerpen,Antwerp,Politie Antwerpen Regiokantoor Oudaan,Police Station,4bf58dd8d48988d12e941735
279,Outpost Antwerpen,Antwerp,SportsVille: Under Armour | Manduka | Oakley,Sporting Goods Shop,4bf58dd8d48988d1f2941735
