,City_name,Venue_name,Venue_cat,Venue_catID
829,Baia Mare,Granitta Café,Café,4bf58dd8d48988d16d941735
830,Baia Mare,City Gym Baia Mare,Gym / Fitness Center,4bf58dd8d48988d175941735
831,Baia Mare,Primaria Baia Mare,City Hall,4bf58dd8d48988d129941735
832,Baia Mare,Generali Asigurari,Building,4bf58dd8d48988d130941735
833,Baia Mare,Palatul copiilor Baia Mare,Public Art,507c8c4091d498d9fc8c67a9
834,Baia Mare,Patinoar-Piaţa Revoluţiei,Skating Rink,4bf58dd8d48988d168941735
835,Baia Mare,DIGI punct,Office,4bf58dd8d48988d124941735
836,Baia Mare,Daciana,Food & Drink Shop,4bf58dd8d48988d1f9941735
837,Baia Mare,Cafe'de Așk,Pub,4bf58dd8d48988d11b941735
838,Baia Mare,E-on,Paper / Office Supplies Store,4bf58dd8d48988d121951735
839,Baia Mare,HHC - Hope and Homes for Children Romania,Non-Profit,50328a8e91d4c4b30a586d6c
840,Baia Mare,Consiliul Judetean Maramures,Office,4bf58dd8d48988d124941735
841,Baia Mare,OTP Bank,Bank,4bf58dd8d48988d10a951735
842,Baia Mare,dali,Café,4bf58dd8d48988d16d941735
843,Baia Mare,Il Padrino 2,Pizza Place,4bf58dd8d48988d1ca941735
844,Baia Mare,No Stress Caffe,Café,4bf58dd8d48988d16d941735
845,Baia Mare,Piața Revoluției,Plaza,4bf58dd8d48988d164941735
846,Baia Mare,PROFI,Supermarket,52f2ab2ebcbc57f1066b8b46
847,Baia Mare,Restaurant L’Ulivo,Italian Restaurant,4bf58dd8d48988d110941735
848,Baia Mare,Colegiul Tehnic George Barițiu,University,4bf58dd8d48988d1ae941735
849,Baia Mare,isc - Inspectoratul De Stat In Constructii,Office,4bf58dd8d48988d124941735
850,Baia Mare,Thrift Shop,Thrift / Vintage Store,4bf58dd8d48988d101951735
851,Baia Mare,OTTO’S KOFI,Café,4bf58dd8d48988d16d941735
852,Baia Mare,Ojt,Bar,4bf58dd8d48988d116941735
853,Baia Mare,Athod Club,Nightclub,4bf58dd8d48988d11f941735
854,Baia Mare,OTTO’S KOFI,Café,4bf58dd8d48988d16d941735
855,Baia Mare,Cmi Belbe Vlad,Dentist's Office,4bf58dd8d48988d178941735
856,Baia Mare,Marks Boutique,Boutique,4bf58dd8d48988d104951735
857,Balakovo,Гостиница Балаково,Hotel,4bf58dd8d48988d1fa931735
858,Balakovo,Администрация БМО,City Hall,4bf58dd8d48988d129941735
859,Balakovo,Главная площадь города,Plaza,4bf58dd8d48988d164941735
860,Balakovo,Кинотеатр «МИР»,Indie Movie Theater,4bf58dd8d48988d17e941735
861,Balakovo,"Бизнес Отель ""Арбат""",Hotel,4bf58dd8d48988d1fa931735
862,Balakovo,Мост,Bridge,4bf58dd8d48988d1df941735
863,Balakovo,"Центр эстетической медицины ""Соллана""",Health & Beauty Service,54541900498ea6ccd0202697
864,Balakovo,Городской Выставочный Ценр,Art Gallery,4bf58dd8d48988d1e2931735
865,Balakovo,Oldboy,Salon / Barbershop,4bf58dd8d48988d110951735
866,Balakovo,Детская музыкальная школа,Music School,4f04b10d2fb6e1c99f3db0be
867,Balakovo,До-До Пицца,Pizza Place,4bf58dd8d48988d1ca941735
868,Balakovo,УВД на Механизаторов,Courthouse,4bf58dd8d48988d12b941735
869,Balakovo,Центр занятости населения,Office,4bf58dd8d48988d124941735
870,Balakovo,РФЭИ,College Academic Building,4bf58dd8d48988d198941735
871,Balakovo,Сбербанк,Bank,4bf58dd8d48988d10a951735
872,Balakovo,"Редакция Газеты ""Суть""",Office,4bf58dd8d48988d124941735
873,Balakovo,Ярослав,Department Store,4bf58dd8d48988d1f6941735
874,Balakovo,Отдел опеки и попечительства,Building,4bf58dd8d48988d130941735
875,Balakovo,Гемотест,Medical Lab,4f4531b14b9074f6e4fb0103
876,Balakovo,"проспект героев , 3",Residential Building (Apartment / Condo),4d954b06a243a5684965b473
877,Balakovo,"Центр эстетической медицины ""Саллана""",Health & Beauty Service,54541900498ea6ccd0202697
878,Balakovo,Стоматологическая Фирма Ортос,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
879,Balakovo,Автобус 15,Bus Line,4bf58dd8d48988d12b951735
880,Balakovo,Камелия,Flower Shop,4bf58dd8d48988d11b951735
881,Balakovo,ДШИ №2 им. И. Я. Паницкого,Music School,4f04b10d2fb6e1c99f3db0be
882,Balakovo,Русфинанс Банк,Tech Startup,4bf58dd8d48988d125941735
883,Balakovo,Хан-Атлас,Café,4bf58dd8d48988d16d941735
884,Balakovo,Идеальный тур,General Travel,4bf58dd8d48988d1f6931735
885,Balakovo,Топтыжка,Baby Store,52f2ab2ebcbc57f1066b8b32
886,Balakovo,городская ёлка,General Entertainment,4bf58dd8d48988d1f1931735
887,Balakovo,Тамография,Chiropractor,52e81612bcbc57f1066b7a3a
888,Balakovo,Гиппократ,Medical Center,4bf58dd8d48988d104941735
889,Balakovo,Гирудоцентр,Medical Center,4bf58dd8d48988d104941735
890,Balakovo,Березка,Nail Salon,4f04aa0c2fb6e1c99f3db0b8
891,Balakovo,Jolie,Lounge,4bf58dd8d48988d121941735
892,Balakovo,Детский сад №8,Building,4bf58dd8d48988d130941735
893,Balakovo,прачечная,Building,4bf58dd8d48988d130941735
894,Balıkesir,Mühendislik ve Mimarlık Fakültesi,College Engineering Building,4bf58dd8d48988d19e941735
895,Balıkesir,Çağış Yaylası,Mountain,4eb1d4d54b900d56c88a45fc
896,Balıkesir,Kimya labotatuvari,College Lab,4bf58dd8d48988d1a5941735
897,Balıkesir,Emrebayiri tepesi,Arts & Entertainment,4d4b7104d754a06370d81259
898,Balıkesir,Ofis FEF,Office,4bf58dd8d48988d124941735
899,Balıkesir,SS Moleküler Biyoloji Biyokimya Lab,College Science Building,4bf58dd8d48988d19b941735
900,Balıkesir,Besyo 204 nolu sınıf,College Classroom,4bf58dd8d48988d1a0941735
901,Balıkesir,ingliş,College Classroom,4bf58dd8d48988d1a0941735
902,Balıkesir,Besyo 306,College Classroom,4bf58dd8d48988d1a0941735
903,Balıkesir,balikesir üniversitesi besyo,University,4bf58dd8d48988d1ae941735
904,Balıkesir,Baü BESYO,College Academic Building,4bf58dd8d48988d198941735
905,Balıkesir,Hesapsal Materyal Fizigi Laboratuvari,University,4bf58dd8d48988d1ae941735
906,Balıkesir,BAÜ - BESYO Fakülte İnşaatı,University,4bf58dd8d48988d1ae941735
907,Balıkesir,Fizikokimya Araştırma Laboratuvarı D004,College Lab,4bf58dd8d48988d1a5941735
908,Balıkesir,Balıkesir Üniversitesi Balık Müzesi,College Lab,4bf58dd8d48988d1a5941735
909,Balıkesir,Analitik Kimya Araştırma Laboratuvarı D-104,College Lab,4bf58dd8d48988d1a5941735
910,Balıkesir,Biyoloji Lab.,College Lab,4bf58dd8d48988d1a5941735
911,Balıkesir,Moleküler Biyoloji ve Genetik Proteom Laboratuvari,College Lab,4bf58dd8d48988d1a5941735
912,Balıkesir,FK Lab- Balikesir Üniversitesi,College Lab,4bf58dd8d48988d1a5941735
913,Balıkesir,Nakiboglu Research Laboratory,College Lab,4bf58dd8d48988d1a5941735
914,Balıkesir,Besyo 205 nolu sınıf 📖,College Classroom,4bf58dd8d48988d1a0941735
915,Balıkesir,Baü Fef Nano Manyetik Malzeme Laboratuvarı,College Academic Building,4bf58dd8d48988d198941735
916,Balıkesir,TÖMER,General College & University,4bf58dd8d48988d1a8941735
917,Balıkesir,Balıkesir Üniversitesi Yabancı Diller Yüksekokulu,College Academic Building,4bf58dd8d48988d198941735
918,Balıkesir,Fef 305 Derslik,College Classroom,4bf58dd8d48988d1a0941735
919,Balıkesir,A-106,Winery,4bf58dd8d48988d14b941735
920,Balıkesir,Beden Eğitimi ve Spor Yüksekokulu,University,4bf58dd8d48988d1ae941735
921,Balıkesir,Baü Besyo Spor Salonu,College Gym,4bf58dd8d48988d1b2941735
922,Balıkesir,KoçFest,Student Center,4bf58dd8d48988d1ab941735
923,Balıkesir,Baü besyo basketbol salonu,University,4bf58dd8d48988d1ae941735
924,Balıkesir,Fiziko Araştırma Laboratuvarı,Community College,4bf58dd8d48988d1a2941735
925,Balıkesir,Balıkesir Üniversitesi Spor Kompleksi,College Gym,4bf58dd8d48988d1b2941735
926,Balıkesir,TREND cafe BESYO Kantin,College Cafeteria,4bf58dd8d48988d1a1941735
927,Balıkesir,Physical Chemistry Laboratory  (D111),College Lab,4bf58dd8d48988d1a5941735
928,Balıkesir,fizikokimya lab balıkesir üniversitesi,College Lab,4bf58dd8d48988d1a5941735
929,Balıkesir,Organik Kimya Araştırma Laboratuvarı 2 (D009),College Lab,4bf58dd8d48988d1a5941735
930,Balıkesir,Biyokimya Araştırma Laboratuvarı D107,College Lab,4bf58dd8d48988d1a5941735
931,Balıkesir,FK Lab- Molekuler Biyoloji Ve Genetik Balikesir Universitesi,College Lab,4bf58dd8d48988d1a5941735
932,Balıkesir,BAUN Organik Kimya-Bitki Kimyasi Lab,College Lab,4bf58dd8d48988d1a5941735
933,Balıkesir,Baü Fef Fiziksel Kimya Lab D113,College Lab,4bf58dd8d48988d1a5941735
934,Banja Luka,Hram Hrista Spasitelja | The Cathedral of Christ the Savior,Church,4bf58dd8d48988d132941735
935,Banja Luka,Gospodska,Other Great Outdoors,4bf58dd8d48988d162941735
936,Banja Luka,Gatsby,Nightclub,4bf58dd8d48988d11f941735
937,Banja Luka,Kulturni centar - Banski dvor,Public Art,507c8c4091d498d9fc8c67a9
938,Banja Luka,Gradska uprava,City Hall,4bf58dd8d48988d129941735
939,Banja Luka,Gradska uprava Grada Banja Luka,Government Building,4bf58dd8d48988d126941735
940,Banja Luka,Opium,Nightclub,4bf58dd8d48988d11f941735
941,Banja Luka,Parking kod Kraša,Parking,4c38df4de52ce0d596b336e1
942,Banja Luka,Bosna ****,Hotel,4bf58dd8d48988d1fa931735
943,Banja Luka,9S,Ice Cream Shop,4bf58dd8d48988d1c9941735
944,Banja Luka,ZP Elektrokrajina a.d. Banjaluka,Campaign Office,5032764e91d4c4b30a586d5a
945,Banja Luka,Beach Vrbas,Beach,4bf58dd8d48988d1e2941735
946,Banja Luka,Vienna,Lounge,4bf58dd8d48988d121941735
947,Banja Luka,Snek,Bar,4bf58dd8d48988d116941735
948,Banja Luka,Mac Tire Pub,Pub,4bf58dd8d48988d11b941735
949,Banja Luka,Eronet,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc
950,Banja Luka,Moja Apoteka Centralna,Pharmacy,4bf58dd8d48988d10f951735
951,Banja Luka,M:tel,Office,4bf58dd8d48988d124941735
952,Banja Luka,Caffe Bar Capriolo,Bar,4bf58dd8d48988d116941735
953,Banja Luka,Između Banskog dvora i Lemijevog tora,Government Building,4bf58dd8d48988d126941735
954,Banja Luka,Funky House,Beer Bar,56aa371ce4b08b9a8d57356c
955,Banja Luka,Nova banka,Bank,4bf58dd8d48988d10a951735
956,Banja Luka,boom boom room,Nightclub,4bf58dd8d48988d11f941735
957,Banja Luka,Kifla&caffe,Bakery,4bf58dd8d48988d16a941735
958,Banja Luka,988,Bar,4bf58dd8d48988d116941735
959,Banja Luka,Ciao! Gelato,Ice Cream Shop,4bf58dd8d48988d1c9941735
960,Banja Luka,Citadela,Ice Cream Shop,4bf58dd8d48988d1c9941735
961,Banja Luka,Pekara Arion,Bakery,4bf58dd8d48988d16a941735
962,Banja Luka,Aria,Café,4bf58dd8d48988d16d941735
963,Banja Luka,"Restoran ""President""",Restaurant,4bf58dd8d48988d1c4941735
964,Banja Luka,Jova,Bar,4bf58dd8d48988d116941735
965,Banja Luka,Muzej Savremene Umjetnosti Republike Srpske,Art Museum,4bf58dd8d48988d18f941735
966,Banja Luka,nyx cosmetics,Cosmetics Shop,4bf58dd8d48988d10c951735
967,Banja Luka,Jazz Club Taverna,Jazz Club,4bf58dd8d48988d1e7931735
968,Banja Luka,Friedrich Ebert fondacija - Banja Luka,Office,4bf58dd8d48988d124941735
969,Banja Luka,Levi's Store,Clothing Store,4bf58dd8d48988d103951735
970,Banja Luka,Pepper - fast food,Fast Food Restaurant,4bf58dd8d48988d16e941735
971,Banja Luka,Caffe Havana,Bar,4bf58dd8d48988d116941735
972,Banja Luka,Kafana Balkan,Speakeasy,4bf58dd8d48988d1d4941735
973,Baranovichi,Площадь Ленина / Lenin Square,Plaza,4bf58dd8d48988d164941735
974,Baranovichi,МТС,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc
975,Baranovichi,Dolce Vita,Bakery,4bf58dd8d48988d16a941735
976,Baranovichi,IdeaBank,Bank,4bf58dd8d48988d10a951735
977,Baranovichi,Аўтобус № 7,Bus Line,4bf58dd8d48988d12b951735
978,Baranovichi,La Pjazzo,Pizza Place,4bf58dd8d48988d1ca941735
979,Baranovichi,"Остановка ""Площадь Ленина"" / Прыпынак ""Плошча імя Леніна""",Bus Stop,52f2ab2ebcbc57f1066b8b4f
980,Baranovichi,"Фонтан ""Каменный Цветок""",Monument / Landmark,4bf58dd8d48988d12d941735
981,Baranovichi,Городской исполнительный комитет / Горисполком,City Hall,4bf58dd8d48988d129941735
982,Baranovichi,Парикмахерская,Salon / Barbershop,4bf58dd8d48988d110951735
983,Baranovichi,Мысль,Bookstore,4bf58dd8d48988d114951735
984,Baranovichi,Аптека #10,Pharmacy,4bf58dd8d48988d10f951735
985,Baranovichi,Банк Дабрабыт,Bank,4bf58dd8d48988d10a951735
986,Baranovichi,Velcom,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc
987,Baranovichi,Белпочта 225408,Post Office,4bf58dd8d48988d172941735
988,Baranovichi,Кадр,Camera Store,4eb1bdf03b7b55596b4a7491
989,Baranovichi,Fujifilm,Camera Store,4eb1bdf03b7b55596b4a7491
990,Baranovichi,Colorprint,Design Studio,4bf58dd8d48988d1f4941735
991,Baranovichi,A1,Mobile Phone Shop,4f04afc02fb6e1c99f3db0bc
992,Baranovichi,"Прыпынак ""Выставачная зала""",Bus Stop,52f2ab2ebcbc57f1066b8b4f
993,Baranovichi,Мила,Cosmetics Shop,4bf58dd8d48988d10c951735
994,Baranovichi,Бульвар Хейнола,Park,4bf58dd8d48988d163941735
995,Baranovichi,Горизонт,Hotel,4bf58dd8d48988d1fa931735
996,Baranovichi,Бисквит,Dessert Shop,4bf58dd8d48988d1d0941735
997,Baranovichi,Гасцiнец,Food & Drink Shop,4bf58dd8d48988d1f9941735
998,Baranovichi,Октябрь,Movie Theater,4bf58dd8d48988d17f941735
999,Baranovichi,Продукты #32,Food & Drink Shop,4bf58dd8d48988d1f9941735
1000,Baranovichi,Фотограф,Outdoor Sculpture,52e81612bcbc57f1066b79ed
1001,Baranovichi,Byckovski,Leather Goods Store,52f2ab2ebcbc57f1066b8b2b
1002,Baranovichi,Бильyard,Bar,4bf58dd8d48988d116941735
1003,Baranovichi,Realist Cafe,Coffee Shop,4bf58dd8d48988d1e0931735
